root_key,source_rows,normalized_source_url,asset_type,root_asset_id,root_asset_name,node_card_id,node_card_name,parent_card_id,recursion_depth,node_role,query_type,nested_card_ids,cte_names,query_file,metadata_file,evidence_status,csv_path,json_path,output_preview_html,lineage_preview_html,row_count,column_count,notes
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68051,Source wise comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68051__source-wise-comparison.sql,metadata/68051__source-wise-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68051__source-wise-comparison.csv,results/dashboard-3604__68051__source-wise-comparison.json,previews/dashboard-3604__68051__source-wise-comparison.html,previews/dashboard-3604__68051__source-wise-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68066,Membership Purchase Cohort Wise Count,,0,dashboard_card,native,,fs_cohorts,queries/68066__membership-purchase-cohort-wise-count.sql,metadata/68066__membership-purchase-cohort-wise-count.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68066__membership-purchase-cohort-wise-count.csv,results/dashboard-3604__68066__membership-purchase-cohort-wise-count.json,previews/dashboard-3604__68066__membership-purchase-cohort-wise-count.html,previews/dashboard-3604__68066__membership-purchase-cohort-wise-count__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68050,Platform wise comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68050__platform-wise-comparison.sql,metadata/68050__platform-wise-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68050__platform-wise-comparison.csv,results/dashboard-3604__68050__platform-wise-comparison.json,previews/dashboard-3604__68050__platform-wise-comparison.html,previews/dashboard-3604__68050__platform-wise-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68052,Category wise comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68052__category-wise-comparison.sql,metadata/68052__category-wise-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68052__category-wise-comparison.csv,results/dashboard-3604__68052__category-wise-comparison.json,previews/dashboard-3604__68052__category-wise-comparison.html,previews/dashboard-3604__68052__category-wise-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68059,Month Wise Revenue Comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68059__month-wise-revenue-comparison.sql,metadata/68059__month-wise-revenue-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68059__month-wise-revenue-comparison.csv,results/dashboard-3604__68059__month-wise-revenue-comparison.json,previews/dashboard-3604__68059__month-wise-revenue-comparison.html,previews/dashboard-3604__68059__month-wise-revenue-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68064,First Membership Purchase Count,,0,dashboard_card,native,,fs_cohorts,queries/68064__first-membership-purchase-count.sql,metadata/68064__first-membership-purchase-count.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68064__first-membership-purchase-count.csv,results/dashboard-3604__68064__first-membership-purchase-count.json,previews/dashboard-3604__68064__first-membership-purchase-count.html,previews/dashboard-3604__68064__first-membership-purchase-count__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68065,First Membership Purchase Cohort Wise Count,,0,dashboard_card,native,,fs_cohorts,queries/68065__first-membership-purchase-cohort-wise-count.sql,metadata/68065__first-membership-purchase-cohort-wise-count.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68065__first-membership-purchase-cohort-wise-count.csv,results/dashboard-3604__68065__first-membership-purchase-cohort-wise-count.json,previews/dashboard-3604__68065__first-membership-purchase-cohort-wise-count.html,previews/dashboard-3604__68065__first-membership-purchase-cohort-wise-count__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68048,Cohort wise comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68048__cohort-wise-comparison.sql,metadata/68048__cohort-wise-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68048__cohort-wise-comparison.csv,results/dashboard-3604__68048__cohort-wise-comparison.json,previews/dashboard-3604__68048__cohort-wise-comparison.html,previews/dashboard-3604__68048__cohort-wise-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,70058,User Count FS VS D2C With Filters,,0,dashboard_card,native,,active_pack|booking_fact|center_dim|city_filtered|cross_sell_orders|current_month_data|dev_users|user_city_mapped|user_details,queries/70058__user-count-fs-vs-d2c-with-filters.sql,metadata/70058__user-count-fs-vs-d2c-with-filters.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,70149,EBO - Store Wise Cross Sell VS D2C,,0,dashboard_card,native,,combined_data,queries/70149__ebo-store-wise-cross-sell-vs-d2c.sql,metadata/70149__ebo-store-wise-cross-sell-vs-d2c.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__70149__ebo-store-wise-cross-sell-vs-d2c.csv,results/dashboard-3604__70149__ebo-store-wise-cross-sell-vs-d2c.json,previews/dashboard-3604__70149__ebo-store-wise-cross-sell-vs-d2c.html,previews/dashboard-3604__70149__ebo-store-wise-cross-sell-vs-d2c__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,71753,No of users who used coupons,,0,dashboard_card,native,,,queries/71753__no-of-users-who-used-coupons.sql,metadata/71753__no-of-users-who-used-coupons.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72319,No Of People Who Have Purchased Before Coupons,,0,dashboard_card,native,,freebie_data|freebie_user_date|order_data_freebie_users,queries/72319__no-of-people-who-have-purchased-before-coupons.sql,metadata/72319__no-of-people-who-have-purchased-before-coupons.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72323,No Of People Who Have Purchased another Item With Coupon,,0,dashboard_card,native,,final_summary|freebie_data|freebie_user_date|order_data_freebie_users,queries/72323__no-of-people-who-have-purchased-another-item-with-coupon.sql,metadata/72323__no-of-people-who-have-purchased-another-item-with-coupon.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72382,Repeat Purchase Category User Count,,0,dashboard_card,native,,freebie_data|freebie_user_category|freebie_user_date|order_data_freebie_users,queries/72382__repeat-purchase-category-user-count.sql,metadata/72382__repeat-purchase-category-user-count.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72328,Coupon Article Type Wise User Count,,0,dashboard_card,native,,,queries/72328__coupon-article-type-wise-user-count.sql,metadata/72328__coupon-article-type-wise-user-count.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72383,Coupon Article_Type Repeat Purchase_Category User Count With Average Values,,0,dashboard_card,native,,freebie_data|freebie_user_category|freebie_user_date|order_data_freebie_users,queries/72383__coupon-article-type-repeat-purchase-category-user-count-with-average-values.sql,metadata/72383__coupon-article-type-repeat-purchase-category-user-count-with-average-values.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72384,Coupon Article_Type Repeat Category  Month Wise User Count,,0,dashboard_card,native,,freebie_data|freebie_user_category|freebie_user_date|order_data_freebie_users,queries/72384__coupon-article-type-repeat-category-month-wise-user-count.sql,metadata/72384__coupon-article-type-repeat-category-month-wise-user-count.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,71754,Repeat Count,,0,dashboard_card,native,,freebie_data|freebie_user_date|order_data_freebie_users,queries/71754__repeat-count.sql,metadata/71754__repeat-count.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,72385,Coupon Repeat Funnel,,0,dashboard_card,native,,atc_combined|checkout_combined|custom_atc|custom_checkout|custom_event_data|custom_home_page_view|custom_pdp_page_view|custom_plp_page_view|freebie_data|freebie_user_date|home_page_view_combined|order_data_freebie_users|pdp_page_view_combined|plp_page_view_combined|shopify_atc|shopify_checkout|shopify_event_data|shopify_home_page_view|shopify_pdp_page_view|shopify_plp_page_view,queries/72385__coupon-repeat-funnel.sql,metadata/72385__coupon-repeat-funnel.json,query_sql|metadata_json|result_blocked,,,,,,,HTTP Error 500: Internal Server Error
